ID,PEAKID,URL,NAME,ALTERNATE_NAMES,LAT,LON,ELEVATION_M,ELEVATION_FT,STATUS,FIRST_ASCENT_ON,FIRST_ASCENT_BY,DESCRIPTION,PROVINCE,DISTRICT,MUNICIPALITY,RANGE,NEPALESE_FEES,FOREIGNER_FEES
SPH6,SPH6,https://nepalhimalpeakprofile.org/sharphu-vi,Sharphu VI,,27.77361111111111,87.92583333333334,6076.0,19934.0,Opened,,,,Province 1,Taplejung,Phaktanglung,Kanchenjunga,Spring 4000 (NRs),Spring 250 (USD)
SRKU,SRKU,,Serku Dolma,Serku Dholmā,29.338006,82.762538,,,,,,,,,,Kanjiroba,,
SURM,SURM,https://nepalhimalpeakprofile.org/surma-sarovar-north,Surma Sarovar North,,29.835277777777776,81.08555555555554,6523.0,20987.0,Opened,,,,Sudhurpashchim Pradesh,Bajhang,Kanda/Bungal,Surma Saravar Lekh,Spring 4000 (NRs),Spring 250 (USD)
SWAK,SWAK,https://nepalhimalpeakprofile.org/swaksa-khang,Swaksa Khang,,29.68638888888889,82.85833333333333,6405.0,21014.0,Opened,,,Swaksa Khang which is part of the Palchunhamga sub range of the Nepalese Himalayas is located in the Dolpa district of Mid-Western Nepal.,Karnali Pradesh,Dolpa/NC,She Phoksundo/NC,Kanjiroba,Spring 4000 (NRs),Spring 250 (USD)
SWEL,SWEL,https://nepalhimalpeakprofile.org/swelo-khang,Swelo Khang,,28.725,84.6463888888889,6180.0,20276.0,Opened,,,Swelo Khang which lies in the Kutang sub range of the Nepalese Himalayas is located in the Gorkha district of Western Nepal.,Gandaki Pradesh,Gorkha/NC,Chum Nubri/NC,Mansiri,Spring 4000 (NRs),Spring 250 (USD)
SYKG,SYKG,https://nepalhimalpeakprofile.org/suyaokhang,Suyao kang,Syaokang,27.8825,87.89611111111111,5960.0,19452.0,Opened,25/10/2023,"John Cocks,Martin Hunter,Geoffrey Lamarche,Paul Maxim,Nick Schearer",,Province 1,Taplejung,Phaktanglung,Kanchenjunga,Spring 4000 (NRs),Spring 250 (USD)
TAKL,TAKL,https://nepalhimalpeakprofile.org/takla-khang,Takla Khang,,29.761111111111116,82.69527777777778,6276.0,20590.0,Opened,,,Takla Khang which lies in Kanti sub range of the Nepalese Himalayas is located in the Mugu district of Mid-Western Nepal,Karnali Pradesh,Mugu/NC,Mugu Makarmarong/NC,Kanti,Spring 4000 (NRs),Spring 250 (USD)
TAKN,TAKN,https://nepalhimalpeakprofile.org/takphu-north,Takphu North,,30.303611111111117,81.42222222222223,6142.0,20151.0,Opened,,,Takphu North which lies in the Nalakankar sub range of the Nepalese Himalayas is located in the Humla district of Mid-Western Nepal.,Karnali Pradesh,Humla/NC,Namkha/NC,Nalakankar,Spring 4000 (NRs),Spring 250 (USD)
TAKP,TAKP,https://nepalhimalpeakprofile.org/takphu-himal,Takphu Himal,,30.28388888888889,81.41777777777779,6395.0,20981.0,Opened,,,Takphu Himal lies in Nalakankar sub range of the Nepalese Himalayas and is located in the Humla district of Mid-Western Nepal.,Karnali Pradesh,Humla/NC,Namkha/NC,Nalakankar,Spring 4000 (NRs),Spring 250 (USD)
TAPL,TAPL,https://nepalhimalpeakprofile.org/taple-shikhar,Taple Shikhar,Cross Peak,27.761111111111116,88.14777777777779,6341.0,21151.0,Opened,07/10/1998,"Misako Miyazawa,Gumba Sherpa,Kancha Sunwar Sherpa,Pemba Lama Sherpa",,Province 1,Taplejung,Phaktanglung,Kanchenjunga,Spring 4000 (NRs),Spring 250 (USD)
TARK,GLAC,https://nepalhimalpeakprofile.org/tarke-khang,Tarke Khang,Glacier Dome,28.605,83.91611111111112,7193.0,23192.0,Opened,16/10/1964,"Mitsuhiro Nishimura,Dorje Sherpa",,Gandaki Pradesh,Kaski/Manang,Nesyang/Annapurna,Annapurna,Spring 6000 (NRs),Spring 500 (USD)
TARS,TARS,,Tarke Kang Shar,Tare Kang,28.606589,83.912269,,,,,,Tare Kang (7 069m/23 192ft a.s.l.) is a mountain in the Himalayas in Nepal. The prominence is 242m/794ft.By elevation Tare Kang is# 73 out of 866 in Nepal# 13 out of 119 in Annapurna Conservation Area# 31 out of 216 in Western Development Region# 10 out of 23 in Kaski# 10 out of 53 in ManangBy prominence Tare Kang is# 55 out of 119 in Annapurna Conservation Area# 12 out of 23 in Kaski# 29 out of 53 in Manang,Gandaki Pradesh,Manang/Gorkha,,,,
TASH,TASH,https://nepalhimalpeakprofile.org/tashi-khang,Tashi Khang,,28.85305555555556,83.63138888888888,6386.0,20951.0,Opened,14/08/2023,"Yasue Mogi,Gyalzen Sherpa",,Gandaki Pradesh,Mustang,Gharpajhong/Barhagau,Dhaulagiri,Spring 4000 (NRs),Spring 250 (USD)
TAWA,TAWA,,Tawa,Tawa Himal,28.835364,83.95719,,,,,,,,,,Damodar,,
TAWO,TAWO,https://nepalhimalpeakprofile.org/tawoche,Tawoche,Taboche,27.897222222222226,86.78166666666667,6501.0,21309.0,Opened,15/04/1974,"Louis Dubost,Paul Gendre","Tawoche, located in the Mahalangur range of the Nepalese Himalayas, is connected to Chola Tse by a long ridge. It lies directly across the Imja River from Ama Dablam and above the Pheriche and Dingboche villages.",Province 1,Solukhumbu,Khumbu Pasang Lhamu,Khumbu,Spring 4000 (NRs),Spring 250 (USD)
TENG,TENG,https://nepalhimalpeakprofile.org/tengkoma,Tengkoma,Tang Kongma,27.808333333333334,88.07666666666667,6215.0,20390.0,Opened,17/06/2023,"Alfred Sutter,Rene Dittert,Annelies Lohner,Jacob,Almer,Edouard,Dunant,Pasang Sherpa",,Province 1,Taplejung,Phaktanglung,Kanchenjunga,Spring 4000 (NRs),Spring 250 (USD)
TENR,TENR,https://nepalhimalpeakprofile.org/tengi-ragi-tau,Tengi Ragi Tau,"Agole,Angole",27.857222222222223,86.55638888888889,6938.0,22762.0,Opened,04/12/2002,"Koichi Ezaki  (Japan),Ruchia Takahashi  (Japan),Pasang Tamang (Nepal),Tul Bahadur Tamang  (Nepal)",,Province 1,Dolakha/Solukhumbu,Khumbu Pasang Lhamu/Gaurishankar,Mahalangur,Spring 5000 (NRs),Spring 400 (USD)
TENZ,NGOJ,https://nepalhimalpeakprofile.org/tenzing-peak,Tenzing Peak,,28.105833333333333,86.68694444444445,7916.0,25971.0,Opened,,,"Tenzing Peak, located in the Mahalangur range of the Nepalese Himalayas, is name purposed by the government of Nepal in honor of Tenzing Norgay, the first ascent of Everest with Edmund Hillary in 1953.",Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Mahalangur,Spring 8000 (NRs),Spring 600 (USD)
THAM,THAM,https://nepalhimalpeakprofile.org/thamserku,Thamserku,Tramserku,27.789722222222224,86.78777777777778,6623.0,21713.0,Opened,04/11/1964,"Lynn Crawford,Peter Farrell,John McKinnon,Richard Stewart","Thamserku lies in Mahalangur sub-range of the Nepalese Himalayas, connecting east leading ridge to Kangtega. It is prominent mountain to the east of Namche Bazar and lies north of Kusum Kangguru.",Province 1,Solukhumbu,Khumbu Pasang Lhamu,Khumbu,Spring 5000 (NRs),Spring 400 (USD)
THAP,DHAM,https://nepalhimalpeakprofile.org/thapa-peak,Thapa Peak,"Dhampus,Marpha Peak",28.79805555555556,83.61194444444443,6012.0,19724.0,Opened,14/04/1960,Kurt Diemberger,,Gandaki Pradesh,Mustang,Thasang/Gharpajhong,Dhaulagiri,Spring 4000 (NRs),Spring 250 (USD)
THMR,DRAG,https://nepalhimalpeakprofile.org/thakmorpa-ri,Thakmorpa Ri,Dragmorpa Ri,28.325277777777774,85.66416666666667,6185.0,20354.0,Opened,,,Thakmorpa Ri which lies in Langtang sub range of the Nepalese Himalayas is located in the Rasuwa District of Central Nepal.,Bagmati Pradesh,Rasuwa/NC,Gosai Kunda/NC,Langtang,Spring 4000 (NRs),Spring 250 (USD)
THNE,THNE,https://nepalhimalpeakprofile.org/thakmorpa-north-east,Thakmorpa North East,,28.3456,85.6889,5966.0,19573.0,Proposed to open,,,,Bagmati Pradesh,Rasuwa/NC,Gosai Kunda/NC,Langtang,Spring 4000 (NRs),Spring 250 (USD)
THNK,DRAN,https://nepalhimalpeakprofile.org/thaknak-ri,Thaknak Ri,Dranganag Ri,27.946944444444444,86.52638888888889,6757.0,22169.0,Opened,,,,Province 1,Dolakha/Solukhumbu,Khumbu Pasang Lhamu/Gaurishankar,Rolwaling,Spring 5000 (NRs),Spring 400 (USD)
THOC,THOC,https://nepalhimalpeakprofile.org/thoche-go,Thoche Go,,28.75777777777778,84.45972222222223,6602.0,21660.0,Opened,,,Thoche Go which is part of the Peri sub range of the Nepalese Himalayas is located in the Manang district of Western Nepal.,,Manang/NC,Nashong/NC,Peri,Spring 5000 (NRs),Spring 400 (USD)
THOR,THOR,https://nepalhimalpeakprofile.org/thorong-peak,Thorong Peak,,28.7825,83.93,5751.0,20157.0,Opened,08/11/2023," ,Endo, ,Iga, ,Katakura, ,Oka, ,Takahashi, ,Yumoto,Gadjet Bis Gurung,Ang Dawa Tamang,Hit Bahadur Tamang,Pasang Tamang",,Gandaki Pradesh,Mustang/Manang,Nesyang/Barhagau,Annapurna,Spring 4000 (NRs),Spring 250 (USD)
THRK,THRK,https://nepalhimalpeakprofile.org/tharke-khang,Tharke Khang,,28.04388888888889,86.75166666666667,6710.0,22067.0,Opened,,,Tharke Khang which lies in the Mahalangur range of the Nepalese Himalayas is located in the Solukhumbu district of Eastern Nepal.,Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Mahalangur,Spring 5000 (NRs),Spring 400 (USD)
THUL,THUL,https://nepalhimalpeakprofile.org/thulagi-peak,Thulagi Peak,Mansiri Himal,28.52777777777778,84.52277777777778,7059.0,23159.0,Opened,,,Thulagi Peak which lies in the Manaslu sub range of the Nepalese Himalayas is located in the Gorkha district of Western Nepal.,Gandaki Pradesh,Manang,Nashong,Mansiri,Spring 6000 (NRs),Spring 500 (USD)
TILI,TILI,https://nepalhimalpeakprofile.org/tilicho-peak,Tilicho Peak,,28.6825,83.81388888888888,7134.0,23405.0,Opened,10/10/1978,Emmanuel Schmutz,,Gandaki Pradesh,Myagdi/Manang,Nesyang/Annapurna,Annapurna,Spring 6000 (NRs),Spring 500 (USD)
TILJ,TILJ,https://nepalhimalpeakprofile.org/tilje,Tilje,,28.710277777777776,84.39527777777778,5984.0,21424.0,Opened,,,Tilje lies in Peri sub range of the Nepalese Himlayas and is located in the Manang district of Western Nepal.,Gandaki Pradesh,Manang,Nashong/Nar,Peri,Spring 4000 (NRs),Spring 250 (USD)
TILK,TILK,https://nepalhimalpeakprofile.org/til-khang,Til Kang,,30.27,81.41444444444446,6369.0,20896.0,Opened,,,Til Khag which lies in the Nalakankar sub range of the Nepalese Himalayas is located in the Humla district of Mid-Western Nepal.,Karnali Pradesh,Humla/NC,Namkha/NC,Nalakankar,Spring 4000 (NRs),Spring 250 (USD)
TINJ,TINJ,https://nepalhimalpeakprofile.org/tinje-peak,Tinje Peak,,29.2552961774,83.5064363676,5984.0,19632.0,Proposed to open,,,,Karnali Pradesh,Dolpa/NC,Dolpo Buddha/NC,Gautam,Spring 4000 (NRs),Spring 250 (USD)
TKPO,TKPO,https://nepalhimalpeakprofile.org/tengkhangpoche,Tengkhangpoche,"Thyangboche,Thyangmoche,Tengkangpoche",27.8039,86.5986,6500.0,21325.0,Opened,15/10/1984,"Trevor Pilling,Andy Zimet",,Province 1,Solukhumbu,Khumbu Pasang Lhamu,Rolwaling,Spring 4000 (NRs),Spring 250 (USD)
TKRE,TKRE,https://nepalhimalpeakprofile.org/thakar-go-east,Thakar Go East,,27.871944444444445,86.52333333333333,6152.0,20184.0,Opened,06/10/2023,"Tashi Sherpa,Dawa Gyalje Sherpa,Nima Tenji Sherpa",,Bagmati Pradesh,Dholkha,Gaurishankar,Rolwaling,Spring 4000 (NRs),Spring 250 (USD)
TKRG,TKRG,https://nepalhimalpeakprofile.org/thakar-go,Thakar Go,Dragker Go,27.8747,86.5117,6771.0,22215.0,Opened,12/03/2010,"David Gottlieb,Joseph Puryear",,Bagmati Pradesh,Dholkha,Gaurishankar,Rolwaling,Spring 5000 (NRs),Spring 400 (USD)
TLNG,TLNG,https://nepalhimalpeakprofile.org/talung,Talung,,27.654722222222222,88.13361111111112,7349.0,24111.0,Opened,19/05/1964,"Franz Lindner,Tenzing Nanda Sherpa",,Province 1,Taplejung/NI,Phaktanglung/NI,Kanchenjunga,Spring 6000 (NRs),Spring 500 (USD)
TNK1,TANK,https://nepalhimalpeakprofile.org/tankya-i,Tankya I,,29.70611111111111,82.91694444444445,6305.0,20686.0,Opened,,,Tankya I which lies in Palchunhamga sub range of the Nepalese Himalayas is located in the Dolpa district of Mid-Western Nepal.,Karnali Pradesh,Dolpa/NC,She Phoksundo/NC,Palchung,Spring 4000 (NRs),Spring 250 (USD)
TNK2,TNK2,https://nepalhimalpeakprofile.org/tankya-ii,Tankya II,,29.7006,82.929,6291.0,20640.0,Proposed to open,,,,Karnali Pradesh,Dolpa/NC,She Phoksundo/NC,Palchunghamga,Spring 4000 (NRs),Spring 250 (USD)
TNK3,TNK3,https://nepalhimalpeakprofile.org/tankya-iii,Tankya III,,29.6914,82.9505,6261.0,20541.0,Proposed to open,,,,Karnali Pradesh,Dolpa/NC,She Phoksundo/NC,Palchunghamga,Spring 4000 (NRs),Spring 250 (USD)
TNK4,TNK4,https://nepalhimalpeakprofile.org/tankya-iv,Tankya IV,,29.7052,82.9376,6254.0,20518.0,Proposed to open,,,,Karnali Pradesh,Dolpa/NC,She Phoksundo/NC,Palchunghamga,Spring 4000 (NRs),Spring 250 (USD)
TOBS,TOBS,https://nepalhimalpeakprofile.org/tobsar,Tobsar,Tabsar,28.58055555555556,85.05944444444444,6100.0,19898.0,Opened,,,Tobsar lies in the Shringi Sub range of the Nepalese Himalayas. It lies in the Gorkha district of Tsum Valley.,Gandaki Pradesh,Gorkha,Chum Nubri,Shringi,Spring 4000 (NRs),Spring 250 (USD)
TONG,TONG,,Tongu,,,,,,,,,,,,,,,
TRIA,TRIA,,Triangle Peak,,28.272326,85.739483,,,,,,,Bagmati Pradesh,Rasuwa/NC,Gosai Kunda/NC,Langtang,,
TRIP,TRIP,https://nepalhimalpeakprofile.org/tripura-hiun-chuli,Tripura Hiun Chuli,"Hanging Glacier Peak,Tripura Thumba",29.32638888888889,82.7375,6553.0,21499.0,Opened,17/10/1986,"Noriyuki Hata,Katashi Tokimoto,Ang Phuri Sherpa",Tripura Hiun Chuli located in the Kanjiraba sub range of the Nepalese Himalayas. It is well known as the beautiful peaks nestled in the lap of Dolpa Region. It is also known as “Hanging Glacier Peak”.,Karnali Pradesh,Dolpa,Jagdulla,Kanjiroba,Spring 5000 (NRs),Spring 400 (USD)
TSAR,TSAR,https://nepalhimalpeakprofile.org/tsartse,Tsar Tse,,28.86138888888889,83.64861111111112,6398.0,20810.0,Opened,,,,Gandaki Pradesh,Mustang,Gharpajhong/Barhagau,Mukut Himal,Spring 4000 (NRs),Spring 250 (USD)
TSIS,TSIS,https://nepalhimalpeakprofile.org/tsisima,MDM Peak(Tsisima),"MDM Peak,Chijima",27.86305555555556,88.04055555555556,6270.0,20328.0,Opened,02/06/1963,"Motohiko Kogo,Kunga Norbu",,Province 1,Taplejung,Phaktanglung,Kanchenjunga,Spring 4000 (NRs),Spring 250 (USD)
TSKP,TSKP,https://nepalhimalpeakprofile.org/tso-karpo,Tso Karpo,,29.366666666666667,82.76666666666667,6518.0,21398.0,Opened,,,Tso Karpo which lies in the Kanjiraba sub range of the Nepalese Himalayas is located in the Dolpa district of Mid-Western Nepal.,Karnali Pradesh,Dolpa,Jagdulla,Kanjiroba,Spring 5000 (NRs),Spring 400 (USD)
TSOK,TSOK,https://nepalhimalpeakprofile.org/tso-karpo-khang,Tso Karpo Khang,,29.36805555555556,82.78083333333333,6556.0,21509.0,Opened,25/10/1971,"Shoji Miyoshi,Koji Mizutani",Tso Karpo Khang which is part of the Kanjiraba sub range of the Nepalese Himalayas is located in the Dolpa district of Mid-Western Nepal.,Karnali Pradesh,Dolpa,Jagdulla/She,Kanjiroba,Spring 5000 (NRs),Spring 400 (USD)
TSUR,TSUR,,Tsaurabong Peak,"Chara Ban Peak,White Peak",28.688658,83.379796,,,,,,Tsaurabong Peak (6 395m/20 981ft a.s.l.) is a mountain in the Himalayas in Nepal. The prominence is 384m/1 260ft.By elevation Tsaurabong Peak is# 68 out of 216 in Western Development Region# 21 out of 40 in MyagdiBy prominence Tsaurabong Peak is# 80 out of 216 in Western Development Region# 20 out of 40 in Myagdi,Gandaki Pradesh,Myagdi,,,,
TUKU,TUKU,https://nepalhimalpeakprofile.org/tukuche-peak,Tukuche Peak,,28.746111111111112,83.56083333333333,6920.0,22703.0,Opened,30/04/1970,"Hirosuke Kikuchi,Eiho Otani,Takao Yonemoto",,Gandaki Pradesh,Mustang/Myagdi,Thasang/Dhawalagiri,Dhaulagiri,Spring 5000 (NRs),Spring 400 (USD)
TUTS,TUTS,https://nepalhimalpeakprofile.org/tutse,Tu Tse ( Peak 6 ),"Urkena,Peak 6,Nephu,Urkema",27.771944444444443,87.10138888888888,6758.0,22172.0,Opened,12/09/2023,15 international scout students and 6 Sherpas,Tutse is part of Mahalangur range of the Nepalese Himalayas which is situated in the Sankhuwasabha district of Eastern Nepal.,Province 1,Sankhuwasabha,Makalu,Mahalangur,Spring 5000 (NRs),Spring 400 (USD)
URKM,URKM,https://nepalhimalpeakprofile.org/urkenmang,Urkenmang,"Buddha,Urkinmang",28.16916666666667,85.715,6150.0,20154.0,Opened,19/05/1964,"Akira Ban,Kazuhisa Jokei,Tesuya Kiyohara,Mingma Tshering Sherpa",,Bagmati Pradesh,Rasuwa/Sindhupalchok,Jugal/Gosai,Jugal,Spring 4000 (NRs),Spring 250 (USD)
VARA,FANG,https://nepalhimalpeakprofile.org/varaha-shikhar,Varaha Shikhar (Fang),Fang,28.578055555555554,83.80333333333333,7647.0,25089.0,Opened,15/01/1980,Austraian team,"Varaha Shikhar is the third highest summit in the Annapurna group, it has less attention from climbers, possibly  because its name does not have “Annapurna” in it. It lies southwest of Annapurna I.",Gandaki Pradesh,Myagdi/Kaski,Annapurna/Annapurna,Annapurna,Spring 8000 (NRs),Spring 600 (USD)
YAKA,YAKA,https://nepalhimalpeakprofile.org/yakwa-khang,Yakawa Kang,,28.808611111111112,83.94444444444444,6482.0,21266.0,Opened,07/11/2010,"Hidenobu Tsuji,Dawa Norbu Sherpa,Dawa Tshering Sherpa,Tshering Tashi Sherpa",,Gandaki Pradesh,Mustang/Manang,Nesyang/Barhagau,Damodar,Spring 4000 (NRs),Spring 250 (USD)
YALU,YALU,https://nepalhimalpeakprofile.org/yalung-khang,Yalung Khang,Yalungkar,27.705,88.13861111111112,8505.0,27903.0,Opened,14/05/1973,"Yutaka Ageta,Takao Matsuda","Mount YalungKhang is situated in the Kanchenjunga mountain range of Nepal.
YalungKhang is in Phaktanglung rural municipality of Taplejung district. The
elevation of YalungKhang is 8,505 meters. It is the 2nd highest peak on the
Kanchenjunga mountain range of Nepal. YalungKhang is 1.1 km west
northwest of Kanchenjunga Main peak and 1.3 km east of YalungKhang West.",Province 1,Taplejung,Phaktanglung,Kanchenjunga,Spring 10000 (NRs),Spring 1800 (USD)
YALW,YALW,https://nepalhimalpeakprofile.org/yalung-khang-west,Yalung Khang West,,27.70611111111111,88.12555555555555,8077.0,26499.0,Opened,,,"Mount YalungKhang West is situated in the Kanchenjunga mountain range of
Nepal. YalungKhang West is in Phaktanglung rural municipality of Taplejung
district. The elevation of YalungKhang West is 8,077 meters. YalungKhang
west is 5th highest peak of the Kanchenjunga mountain range of Nepal.
YalungKhang West is 1.7 km south southeast from Khangbachen and 1.3 km
west of YalungKhang.",Province 1,Taplejung,Phaktanglung,Kanchenjunga,Spring 10000 (NRs),Spring 1800 (USD)
YANG,YANG,https://nepalhimalpeakprofile.org/yangri,Yangri,Jugal,28.142777777777777,85.87388888888889,6535.0,21440.0,Opened,,,,Bagmati Pradesh,Sindhupalchok/NC,Jugal/NC,Jugal,Spring 5000 (NRs),Spring 400 (USD)
YANK,YANK,https://nepalhimalpeakprofile.org/yanme-khang,Yanme Khang,,27.94611111111111,87.84972222222221,6206.0,20348.0,Opened,,,,Province 1,Taplejung/NC,Phaktanglung/NC,Kanchanjunga,Spring 4000 (NRs),Spring 250 (USD)
YARA,YARA,https://nepalhimalpeakprofile.org/yara-chuli,Yara Chuli,,29.689444444444444,82.82888888888888,6236.0,20459.0,Opened,,,Yara Chuli which lies in Palchunhamga sub range of the Nepalese Himalayas is located in the Dolpa district of Mid-Western Nepal.,Karnali Pradesh,Mugu/Dolpa,She Phoksundo/Mugu,Palchung,Spring 4000 (NRs),Spring 250 (USD)
YARW,YARW,https://nepalhimalpeakprofile.org/yarwa,Yarwa,,30.054166666666667,81.0925,6644.0,21798.0,Opened,,,,Sudhurpashchim Pradesh,Darchula/Bajhang,Byas/Kanda,Gurans,Spring 5000 (NRs),Spring 400 (USD)
YASA,TENS,https://nepalhimalpeakprofile.org/yasa-thak,Yasa Thak,,27.8453,86.5808,6141.0,20148.0,Proposed to open,,,,Province 1,Solukhumbu,Khumbu Pasang Lhamu,Rolwaling,Spring 4000 (NRs),Spring 250 (USD)
YASE,YASE,https://nepalhimalpeakprofile.org/yanme-khang-south-east,Yanme Khang South East,,27.9382,87.8615,6462.0,21201.0,Proposed to open,,,,Province 1,Taplejung/NC,Phaktanglung/NC,Janak,Spring 4000 (NRs),Spring 250 (USD)
YAUP,YAUP,https://nepalhimalpeakprofile.org/yaupa,Yaupa,Yaupa Central,27.836944444444445,87.14305555555556,6432.0,21076.0,Opened,14/09/1989,"Andy Fanshawe,Vic Saunders,Stephen Sustad",Yaupa which lies in the Mahalangur range of the Nepalese Himalayas is located in the Sankhuwasabha district of Eastern Nepal.,Province 1,Sankhuwasabha/NC,Makalu/NC,Mahalangur,Spring 4000 (NRs),Spring 250 (USD)
YNGS,YNGS,https://nepalhimalpeakprofile.org/yangra-south,Yangra South,,28.34638888888889,85.11,6863.0,22556.0,Opened,,,Yangra South which lies in the Ganesh sub range of the Nepalese Himalayas is located in the Gorkha and Dhading district of Western Nepal.,Bagmati Pradesh,Gorkha/Dhading,Dharche/Ruby,Ganesh,Spring 5000 (NRs),Spring 400 (USD)
