ID,URL,NAME,ALTERNATE_NAMES,LAT,LON,ELEVATION_M,ELEVATION_FT,STATUS,FIRST_ASCENT_ON,FIRST_ASCENT_BY,DESCRIPTION,PROVINCE,DISTRICT,MUNICIPALITY,RANGE,NEPALESE_FEES,FOREIGNER_FEES
KGCH,https://nepalhimalpeakprofile.org/khangchung-uiaa-peak,Khangchung(UIAA Peak),"UIAA Peak,Dzasampatse",27.983611111111113,86.73972222222223,6063.0,19892.0,Opened,,,Khangchung part of Mahalangur range of the Nepalese Himlalayas is located in the Solukhumbu district of Eastern Nepal.,Province 1,Solukhumbu,Khumbu Pasang Lhamu,Mahalangur,Sp 4000 (NRs),Sp 250 (USD)
KESH,https://nepalhimalpeakprofile.org/keshang-khang-uaaa-peak,Kesang Khang / UAAA Peak,"Kesang Khang,UAAA Peak",28.921361,84.000361,6063.0,21246.0,Opened,,,,Gandaki Pradesh,Mustang,Dalome,Damodar,Spring 4000 (NRs),Spring 250 (USD)
JYLT,https://nepalhimalpeakprofile.org/jyanglatunpu-peak,Jyanglatunpu Peak,,29.2441,83.7132,6062.0,19888.0,Proposed to open,,,,Gandaki Pradesh,Mustang/NC,Lomanthang/NC,Mustang Himal,Spring 4000 (NRs),Spring 250 (USD)
NALA,https://nepalhimalpeakprofile.org/nalakankar,Nalakankar,Nalakankar North,30.3575,81.40138888888889,6062.0,19888.0,Opened,,,,Karnali Pradesh,Humla/NC,Namkha/NC,Nalakankar,Sp 4000 (NRs),Sp 250 (USD)
ROLM,https://nepalhimalpeakprofile.org/rolmi,Rolmi,,28.567777777777778,85.05027777777778,6056.0,19869.0,Opened,,,Rolmi which is part of the Shringi sub range of the Nepalese Himalayas is located in the Gorkha district of Western Nepal.,Gandaki Pradesh,Gorkha,Chum Nubri,Puchen,Spring 4000 (NRs),Spring 250 (USD)
ASJW,https://nepalhimalpeakprofile.org/asajya-tuppa-west,Asajya Tuppa West,,30.0629,82.2662,6055.0,19865.0,Proposed to open,,,,Karnali Pradesh,,Chankheli/NC,Gorakh,Spring 4000 (NRs),Spring 250 (USD)
ACHN,https://nepalhimalpeakprofile.org/aichyn,Aichyn,,30.270833333333332,81.85972222222222,6055.0,19865.0,Opened,,,"Aichyn peak is situated in the Chandi sub range of the Nepalese Himalayas. It has the second lowest elevation in the Chandi sub range which include Nyalu, Ganglung Gangri I , Chandi Himal, Changwathang, Aichyn and Ardang in the order highest to lowest in elevation. Aichyn was one of the 25 peaks attempted to climb after the devastating earthquak on 25th April.",Karnali Pradesh,Humla,Namkha,Chanwathan,Spring 4000 (NRs),Spring 250 (USD)
PUCH,https://nepalhimalpeakprofile.org/punchen-himal,Punchen Himal,,28.660833333333333,85.14833333333334,6049.0,19846.0,Opened,,,"Punchen Himal part of Ganesh sub range of the Nepalese Himalayas lies in the Nepal-Tiber border, 30 km North of Ganesh Himal.",Gandaki Pradesh,Gorkha/NC,Chum Nubri/NC,Mansiri,Rs (NRs), (USD)
YUBR,https://nepalhimalpeakprofile.org/yubra-himal,Yubra Himal,,28.274444444444445,85.56777777777778,6048.0,20551.0,Opened,,,"Yubra, located in the Langtang sub range of the Nepalese Himalayas offers amazing view of Ganesh and Rasuwa peak with Shishapangma in the backdrop of this amazing scenic view.",Bagmati Pradesh,Rasuwa,Gosai Kunda,Langtang,Rs (NRs), (USD)
DUDH,https://nepalhimalpeakprofile.org/dudh-kundali,Dudh Kundali,"Dui Tal Chuli,Two Lakes Peak",29.223888888888887,82.54555555555555,6045.0,19832.0,Opened,,,It is also known at Dui Tal Chuli or Two Lakes Peak.,Karnali Pradesh,Jumla/Dolpa,Guthichaur/Jagdulla,Kanjiroba,Rs (NRs), (USD)
NUPC,https://nepalhimalpeakprofile.org/nupchu-peak,Nupchu Peak,,27.8114,87.9417,6044.0,19829.0,Proposed to open,19/05/1962,"Takayuki Tsubaki,Chotare Sherpa",,Province 1,Taplejung,Phaktanglung,Janak,Spring 4000 (NRs),Spring 250 (USD)
LUNG,https://nepalhimalpeakprofile.org/lungchhung,Lungchhung,,29.628333333333334,83.12222222222222,6043.0,19826.0,Opened,,,Lungchhung peak lies in Palchunhamga sub range of the Nepalese Himalayas and is located in the Dolpa district of Mid-Western Nepal.,Karnali Pradesh,Dolpa/NC,She Phoksundo/NC,Palchung,Spring 4000 (NRs),Spring 250 (USD)
ABIM,https://nepalhimalpeakprofile.org/abi,Abi,,27.983333333333334,86.72361111111111,6043.0,19826.0,Opened,,,"Abi, situated in the Khumbu Himal range, is located in the Mahalangur Solukhumbu region (eastern part) of Nepal. It is also known as Cholo and Kangchung from the pass that reaches it – the Kangchung La. Mt Abi is considered as a perfect training mountain for ice climbing and high-altitude acclimatization as it requires careful ascent up towards the technical ridges in its peak.",Province 1,Solukhumbu,Khumbu Pasang Lhamu,Mahalangur,Spring 4000 (NRs),Spring 250 (USD)
ARNK,https://nepalhimalpeakprofile.org/araniko-chuli,Araniko Chuli,Arniko Chuli,29.176111111111112,83.65944444444445,6039.0,19796.0,Opened,10/07/2023,"Tamotsu Ohnishi (Japan),Ang Phurba Sherpa (Nepal),Dikki Sherpa  (Nepal)",Araniko or Aruniko is the name after a famous artist of Nepal who went to Tibet in the later 13th Century to design statues for Buddhist monasteries.,Gandaki Pradesh,Dolpa/Mustang,Chharka Tongsong/Dalome,Damodar,fixed Rs (NRs), (USD)
ARDN,https://nepalhimalpeakprofile.org/ardang,Ardang,,30.198888888888888,81.62333333333332,6034.0,19796.0,Opened,,,Ardang located in the Karnali Province of Nepal is part of Chandi sub range. The main entry point for Ardang is through flight to Simikot.,Karnali Pradesh,Humla,Namkha,Chandi,Spring 4000 (NRs),Spring 250 (USD)
MOJK,https://nepalhimalpeakprofile.org/mojka-peak,Mojka Peak,Mojca,27.770555555555553,88.05055555555555,6032.0,19764.0,Opened,10/10/1974,"Stane Belak,Danilo Cedilnik",,Province 1,Taplejung,Phaktanglung,Kanchenjunga,Spring 4000 (NRs),Spring 250 (USD)
GHY2,https://nepalhimalpeakprofile.org/ghyun-himal-ii,Ghyun Himal II,,29.2405231377,83.7696797425,6029.0,19780.0,Proposed to open,,,,Gandaki Pradesh,Mustang/NC,Lomanthang/NC,Mustang Himal,Sp 4000 (NRs),Sp 250 (USD)
GHY3,https://nepalhimalpeakprofile.org/ghyun-himal-iii,Ghyun Himal III,,29.2472434193,83.772795593,6027.0,19774.0,Proposed to open,,,,Gandaki Pradesh,Mustang/NC,Lomanthang/NC,Mustang Himal,Sp 4000 (NRs),Sp 250 (USD)
PAL2,https://nepalhimalpeakprofile.org/palchung-ii,Palchung II,,29.6623,82.9672,6025.0,19767.0,Proposed to open,,,,Karnali Pradesh,Dolpa/NC,She Phoksundo/NC,Palchunghamga,Spring 4000 (NRs),Spring 250 (USD)
KHNG,https://nepalhimalpeakprofile.org/khung,Khung,,29.62472222222222,83.14416666666668,6024.0,19764.0,Opened,,,Khung is part of Palchunhamga sub range of the Nepalese Himalayas and is located in the Dolpa district of Mid-Western Nepal.,Karnali Pradesh,Dolpa/NC,She Phoksundo/NC,Palchung,Sp 4000 (NRs),Sp 250 (USD)
DHEC,https://nepalhimalpeakprofile.org/dhechyan-khang,Dhechyan Khang,,29.035833333333336,84.25194444444445,6019.0,19728.0,Opened,,,,Gandaki Pradesh,Mustang/NC,Dalome/NC,Damodar,Sp 4000 (NRs),Sp 250 (USD)
PHAR,https://nepalhimalpeakprofile.org/phari-lapcha,Phari Lapcha,,27.929166666666667,86.68361111111112,6017.0,19741.0,Opened,19/05/2023,"Marcelo,Juliana Belo,Viktor Groselj,Rafael Vodisek,Vlado Mesaric,Stipe,Josko Bozic,Vladimir Shataev,Isrofil Ashurly,Valentine Grakovith,Dinesh Devkota,Pemba,Dawa,Nima Sherpas","Phali Lapcha is among the 33 popularly listed trekking peaks of Nepal. It is one of the genuine peaks with alpine setting, tempting the climber for the perfect climbing experience. It is located in Solukhumbu along the Mahalangur Range.",Province 1,Solukhumbu,Khumbu Pasang Lhamu,Mahalangur,Spring 4000 (NRs),Spring 250 (USD)
KARK,https://nepalhimalpeakprofile.org/karko,Karko,,29.92027777777778,81.21916666666667,6015.0,19734.0,Opened,,,,Sudhurpashchim Pradesh,Bajhang,Kanda,Gurans,Spring 4000 (NRs),Spring 250 (USD)
THAP,https://nepalhimalpeakprofile.org/thapa-peak,Thapa Peak,"Dhampus,Marpha Peak",28.798055555555557,83.61194444444443,6012.0,19724.0,Opened,14/04/1960,Kurt Diemberger,,Gandaki Pradesh,Mustang,Thasang/Gharpajhong,Dhaulagiri,Spring 4000 (NRs),Spring 250 (USD)
KEK2,https://nepalhimalpeakprofile.org/kekyap-ri-ii,Kekyap Ri II,,29.2070228011,83.6759666409,6011.0,19721.0,Proposed to open,,,,Gandaki Pradesh,Mustang/NC,Lomanthang/NC,Mustang Himal,Spring 4000 (NRs),Spring 250 (USD)
GHOD,https://nepalhimalpeakprofile.org/ghodchadi,Ghodchadi,,27.9477,86.3209,6009.0,19715.0,Proposed to open,,,Ghodchadi is in the Rolwaling Himal mountain range of Nepal Himalayas. Ghodchadi is an open mountain peak for expedition. Ghodchadi is on the boundary of Dolakha and China. Ghodchadi is on the boundary of Bagmati Province and China. Ghodchadi is on the boundary of Gaurishankar gaupalika and China.	Ghodchadi is 2.4km southwest of Gaurishankar and 2.0km southwest from Gauri. Dolma Khang is 3.1km southeast of Ghodchadi.,Bagmati Pradesh,Dolakha/NC,Gaurishankar/NC,Rolwaling,Sp 4000 (NRs),Sp 4000 (USD)
PAL3,https://nepalhimalpeakprofile.org/palchung-iii,Palchung III,,29.6633,82.9938,6009.0,19715.0,Proposed to open,,,,Karnali Pradesh,Dolpa/NC,She Phoksundo/NC,Palchunghamga,Spring 4000 (NRs),Spring 250 (USD)
NORB,https://nepalhimalpeakprofile.org/norbu-kang,Norbu Kang,,29.11916666666667,83.07472222222222,6005.0,19964.0,Opened,25/06/2023,"Tamotsu Ohnishi,Tazuko Inoue,Koji Mizutani,Takehiro Yanigahara,Chuldim Nuru Sherpa,Kancha Dawa Sherpa",Norbu Kang which lies in Gautam Himal sub range of the Nepalese Himalayas is located in the Dolpa District of Mid-Western Nepal.,Karnali Pradesh,Dolpa,Dolpo Buddha NP,Kanjirowa,Spring 4000 (NRs),Spring 250 (USD)
TINJ,https://nepalhimalpeakprofile.org/tinje-peak,Tinje Peak,,29.2552961774,83.5064363676,5984.0,19632.0,Proposed to open,,,,Karnali Pradesh,Dolpa/NC,Dolpo Buddha/NC,Gautam,Spring 4000 (NRs),Spring 250 (USD)
TILJ,https://nepalhimalpeakprofile.org/tilje,Tilje,,28.710277777777776,84.39527777777778,5984.0,21424.0,Opened,,,Tilje lies in Peri sub range of the Nepalese Himlayas and is located in the Manang district of Western Nepal.,Gandaki Pradesh,Manang,Nashong/Nar,Peri,Spring 4000 (NRs),Spring 250 (USD)
THNE,https://nepalhimalpeakprofile.org/thakmorpa-north-east,Thakmorpa North East,,28.3456,85.6889,5966.0,19573.0,Proposed to open,,,,Bagmati Pradesh,Rasuwa/NC,Gosai Kunda/NC,Langtang,Spring 4000 (NRs),Spring 250 (USD)
KAPT,https://nepalhimalpeakprofile.org/khaptang,Kaptang,,29.926944444444445,82.5736111111111,5965.0,19570.0,Opened,09/06/2023,"Tamotsu Ohnishi,Toshitsugi Irizawa,Gombu Sherpa",Khaptang lies in the Mid-Western Development Region of Nepal. It is approximately 173 km away from the Mid Western’s capital Birendranagar and 365 km from the country capital Kathmandu.,Karnali Pradesh,Mugu/NC,Mugu Makarmarong/NC,Kanti Himal,Rs (NRs), (USD)
LAPU,https://nepalhimalpeakprofile.org/lapuchun,Lapuchun,,28.570555555555554,84.85916666666667,5960.0,19554.0,Opened,,,Lapuchun lies in Shringi sub range of the Nepalese Himalayas and is located in the Gorkha district of Western Nepal.,Gandaki Pradesh,Gorkha/NC,Chum Nubri/NC,Tanje,Spring 4000 (NRs),Spring 250 (USD)
SYKG,https://nepalhimalpeakprofile.org/suyaokhang,Suyao kang,Syaokang,27.8825,87.89611111111111,5960.0,19452.0,Opened,25/10/2023,"John Cocks,Martin Hunter,Geoffrey Lamarche,Paul Maxim,Nick Schearer",,Province 1,Taplejung,Phaktanglung,Kanchenjunga,Spring 4000 (NRs),Spring 250 (USD)
KAGM,https://nepalhimalpeakprofile.org/kagmara,Kagmara,Kagmara I,29.137825,82.758887,5960.0,19613.0,Opened,22/05/1962,"Dorothea Gravina,Denise Evans,Nancy Smith,Pat Wood,Ang Temba Sherpa,Mingma Tsering Sherpa,Pemba Norbu Sherpa","Kagmara is the part of Kanjiraba sub range of the Nepalese Himalayas which is considered as one of the most challenging treks in the wilderness of Himalayas. This trek touch some of the rarest western parts of Nepal which include Jumla and Dolpo. Jumla, one of the remote and underdeveloped part of Nepal can be reached via flight from Nepalgunj. The flight gives spectacular view of Langtang, Manaslu, Dhaulagiri and Annapurna on the northern horizon.",Karnali Pradesh,Dolpa,She Phoksundo/Jagdulla,Kanjiroba,Sp 4000 (NRs),Sp 250 (USD)
NOBK,https://nepalhimalpeakprofile.org/nobuk,Nobuk,,27.8997,87.7882,5938.0,19482.0,Proposed to open,,,,Province 1,Taplejung/NC,Phaktanglung/NC,Umbak,Spring 4000 (NRs),Spring 250 (USD)
NHES,https://nepalhimalpeakprofile.org/nheserku,Nheserku,Chhukpu,27.91888888888889,86.60305555555556,5927.0,19347.0,Opened,,,,Province 1,Solukhumbu,Khumbu Pasang Lhamu,Rolwaling,Spring 4000 (NRs),Spring 250 (USD)
SAMJ,https://nepalhimalpeakprofile.org/samjang,Samjang,,28.7862,83.0812,5924.0,19435.0,Proposed to open,,,,Lumbini,Dolpa/Rukum,Kaike/Putha,Dhaulagiri,,
KNGT,https://nepalhimalpeakprofile.org/kangfu-gaton-kanta-gaton,Kangfu Gaton Kanta Gaton,,29.103333333333335,82.99583333333334,5916.0,19390.0,Opened,16/08/2023,"Jean Rene Minelli,Abel Minelli,Eienne Minelli,Sarah Minelli,Pemba Jangbu Sherpa",Kangfu Gaton Kanta Gaton lies in Gautam Himal sub range of the Nepalese Himalayas and is located in Dolpa district of the Mid-Western Nepal.,Karnali Pradesh,Dolpa,Thuli Bheri NP/She,Kanjirowa,Sp 4000 (NRs),Sp 250 (USD)
PALD,https://nepalhimalpeakprofile.org/paldor-peak,Paldor Peak,Bharange,28.27777777777778,85.18416666666667,5903.0,19367.0,Opened,15/01/2023," ,Tilman,Peter Lloyd,Tenzing Sherpa,Da Namgyal Sherpa","Paldor Peak lies south east of Ganesh Himal, in the junction of Tiru and Karpu Ridges. It is one of the least climbed peaks in Nepal.",Bagmati Pradesh,Dhading/Rasuwa,Ruby Valley/Parbati,Ganesh,Rs (NRs), (USD)
RAMD,https://nepalhimalpeakprofile.org/ramdong-go,Ramdong Go,Ramdung,27.81861111111111,86.43361111111112,5900.0,19357.0,Opened,15/10/2023,"Tom MacKinnon,Dawa Tenzing Sherpa,Mingma Sherpa","Ramdung (5,925 m) is situated in the remote upper Rolwaling Valley due
south of the village of Na. It is often climbed in combination with Parchermo
(6,187 m) and a crossing into the Khumbu via the infamous Tashi Lapcha
pass (5,760m).
The trek into Rolwaling adds to the attraction of these peaks. It is much less
frequently visited than the Khumbu region and is a secretive valley which
twists and turns, with views restricted by steep forested cliffs, until the valley
opens up to superb Himalayan mountain scenery.
The straightforward normal route up the North East Face of the icy dome of
Ramdung is long and usually requires two camps for proper acclimatisation.
Basecamp is positioned below the Yalung La (5,310 m), and nearby Yalung
Peak (5,650 m) is an ideal acclimatisation climb. A spectacular high camp is
normally located on the glacier below the summit ridge.
The mountain offers a panoramic view of mountain ranges from Langtang to
Everest and a splendid view of the mighty triple topped peak Gauri Shankar
and Menlungtse.",Bagmati Pradesh,Dolakha/Ramechhap,Gaurishankar/Uma,Rolwaling,Spring 4000 (NRs),Spring 250 (USD)
CHBL,https://nepalhimalpeakprofile.org/chanabolo,Chanabolo,,29.1808,83.6098,5897.0,19347.0,Proposed to open,,,,Karnali Pradesh,Dolpa/NC,Chharka Tongsong/NC,Gautam,Spring 4000 (NRs),Spring 250 (USD)
YRSK,https://nepalhimalpeakprofile.org/yarsang-khang,Yarsang Khang,,29.2139,84.2018,5897.0,19347.0,Proposed to open,,,,Gandaki Pradesh,Mustang/NC,Lomanthang/NC,Damodar,Spring 4000 (NRs),Spring 250 (USD)
JYAG,https://nepalhimalpeakprofile.org/jyangche,Jyangche,,29.2013,83.5468,5893.0,19334.0,Proposed to open,,,,Karnali Pradesh,Dolpa/NC,Chharka Tongsong/NC,Gautam,Spring 4000 (NRs),Spring 250 (USD)
GHYP,https://nepalhimalpeakprofile.org/ghyambu-peak,Ghyambu Peak,,29.1902713569,83.5720495208,5870.0,19258.0,Proposed to open,,,,Karnali Pradesh,Dolpa/NC,Chharka Tongsong/NC,Gautam,Sp 4000 (NRs),Sp 250 (USD)
NIMK,https://nepalhimalpeakprofile.org/nimku,Nimku,,28.7795,83.0698,5864.0,19239.0,Proposed to open,,,,Lumbini,Dolpa/Rukum,Kaike/Putha,Dhaulagiri,,
GHJA,https://nepalhimalpeakprofile.org/ghanja-la-chuli,Ghanja La Chuli,Naya Khanga,28.168333333333333,85.55138888888888,5863.0,19236.0,Opened,,,"Ganja La Chuli (5,844 m) is the fabulous looking peak to the south of Kyanjin
Gompa, the destination village of the popular Langtang Trek in the Langtang
National Park.
The normal route to the summit is via the snowy north-east ridge. Much of
the climb is straightforward, but there is one fairly steep section on 40 to 55
degree snow where belaying is necessary.
The route is approached on the trail across the Ganja La, the tricky but
direct pass from Langtang to Helambu. The climb is often incorporated into a
crossing of the pass and can be done with two camps. The first is Ganja La
base camp some 500 meters above Kyanjin Gompa and the second a high
camp at around 4,900 meters. The summit offers sublime views of the peaks
lying along the Langtang Valley and into Tibet.
The accessibility of Langtang from Kathmandu and the number of other,
lower altitude peaks, make Langtang a great choice for a short climbing trip.",Bagmati Pradesh,Rasuwa/Sindhupalchok,Panch Pokhari Thangpal/Gosai,Langtang,Spring 4000 (NRs),Spring 250 (USD)
BPSP,https://nepalhimalpeakprofile.org/baden-powell-scout-peak,Baden Powell Scout Peak,Urkema,28.1528,85.5125,5857.0,19216.0,Opened,,,"Baden Powell Scout Peak, formerly known as Urkema Peak is located on the boundary of Rasuwa and Sindhupalchok district of Nepal. Baden Powell Scout Peak is in Bagmati Province and lies in Jugal Range of Nepalese Himalaya. Ghanjala Chuli is 4.6kms north east of Baden Powell Scout Peak. Langtang village is 7kms north of Baden Powell Scout Peak.

As part of the Scouting 2007 Centenary, The Government of Nepal renamed Urkema Peak to Baden-Powell Scout Peak, to commemorate 100 years of Scouting in honour of British soldier Robert Baden-Powell, founder of the World Scouting movement.

The first ascent of Baden-Powell Peak was completed by an international team of Scout members, including members from Australia, Korea, Taiwan, Singapore, Taipei, Hong Kong, Malaysia and Nepal. The first person to reach the summit was Australian climber Mark Mangles at around 12 o’clock on the 12th of September 2007.",Bagmati Pradesh,Rasuwa/Sindhupalchok,Helambu/Gosai,Jugal,NRs 4000 in spring (NRs),USD 250 in spring (USD)
SIS2,https://nepalhimalpeakprofile.org/sisne-ii,Sisne II,,28.8399,82.6283,5854.0,19206.0,Proposed to open,,,,Lumbini,Rukum East/Rukum,Athbiskot/Sisne,Dhaulagiri,,
KHON,https://nepalhimalpeakprofile.org/khongma-tse,Khongma Tse,Mehra,27.947777777777777,86.85055555555554,5849.0,19190.0,Opened,,,"Khongma Tse, standing above the Khumb Glacier opposite to Lobuche Village is one of the several small summits which include Pokhalde. It makes one of the longest south west ridges of Nuptse between Khumbu and Nuptse Glaciers. It was also called Mehra Peak in the past. The name was changed to Khongma Tse to avoid the confusion with Mera Peak, the peak with a diamond shaped glacier hanging with a steepy inclined rock wall in its North Face.",Province 1,Solukhumbu,Khumbu Pasang Lhamu,Khumbu,Sp 4000 (NRs),Sp 250 (USD)
SISN,https://nepalhimalpeakprofile.org/sisne,Sisne,"Hiunchuli Patan,Murkatta Himal",28.82777777777778,82.61861111111111,5849.0,19393.0,Opened,26/05/2023,"Man Bahadur Khatri,Alonzo Lyons,Dbruba Bista,Mulal Gurung,Nilam Gurung,Ali Bahadur Khatri,Vinaya Jaya Malla,Amrit Sarki",,Lumbini,Rukum East/Rukum,Athbiskot/Sisne,Sisne Himal,Spring 4000 (NRs),Spring 250 (USD)
LUNA,https://nepalhimalpeakprofile.org/lunadhar-khang,Lunadhar Khang,,29.1903,84.1689,5811.0,19065.0,Proposed to open,,,,Gandaki Pradesh,Mustang/NC,Lomanthang/NC,Damodar,Spring 4000 (NRs),Spring 250 (USD)
THOR,https://nepalhimalpeakprofile.org/thorong-peak,Thorong Peak,,28.7825,83.93,5751.0,20157.0,Opened,08/11/2023," ,Endo, ,Iga, ,Katakura, ,Oka, ,Takahashi, ,Yumoto,Gadjet Bis Gurung,Ang Dawa Tamang,Hit Bahadur Tamang,Pasang Tamang",,Gandaki Pradesh,Mustang/Manang,Nesyang/Barhagau,Annapurna,Spring 4000 (NRs),Spring 250 (USD)
NPHU,https://nepalhimalpeakprofile.org/nar-phu,Nar Phu,,28.716944444444444,84.12388888888889,5748.0,19426.0,Opened,,,,Gandaki Pradesh,Bara,Nar Phu,Damodar,Sp 4000 (NRs),Sp 250 (USD)
CHUK,https://nepalhimalpeakprofile.org/chhukung-chuli,Chhukung Chuli,Chhukung Tse,27.93888888888889,86.87722222222222,5550.0,19137.0,Opened,03/04/2023,"John Hunt,Tenzing Norgay Sherpa",Chhukung Chuli is located in the Solukhumbu district of Nepal. It is amongh the premium peaks around the world with extension along the Mahalangur sub range. Chhukung along with Pokalde and Island peak form widely held Three Peaks of Khumbu. This peak is well known for its magnificent panaromic and adventurous outlook. Chhukung is perfect for the beginners with no alpine mountaineering experience.,Province 1,Solukhumbu,Khumbu Pasang Lhamu,Khumbu,Sp 4000 (NRs),Sp 250 (USD)
